#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/,STL/,Season
57,Jessica Shepard,40,835,320,132,207,63.8,0,1,0,56,103,54.4,92,201,293,104,19,4,58,44,560,1.79,0.33,2017
58,Lexie Hull,44,1189,317,118,299,39.5,55,150,36.7,26,36,72.2,62,128,190,79,51,7,41,121,412,1.93,1.24,2017
58,Sug Sutton,43,1122,317,119,282,42.2,42,119,35.3,37,48,77.1,8,69,77,166,33,3,83,58,339,2,0.4,2017
60,Kia Nurse,44,962,316,103,291,35.4,61,182,33.5,49,62,79,18,85,103,55,14,2,55,72,234,1,0.26,2017
61,Monique Akoa Makani,41,881,315,114,265,43,49,123,39.8,38,41,92.7,25,66,91,111,32,3,55,101,343,2.02,0.58,2017
62,Aneesah Morrow,41,775,314,112,299,37.5,18,75,24,72,95,75.8,84,198,282,21,32,18,45,81,412,0.47,0.71,2017
62,Jordin Canada,28,783,314,108,273,39.6,25,86,29.1,73,96,76,8,83,91,159,48,9,62,46,371,2.57,0.77,2017
64,Kayla Thornton,22,662,308,100,276,36.2,40,142,28.2,68,82,82.9,40,114,154,33,29,5,36,52,303,0.92,0.81,2017
65,Olivia Nelson-Ododa,37,800,305,113,215,52.6,1,2,50,78,111,70.3,60,124,184,34,27,43,40,89,418,0.85,0.68,2017
66,DiJonai Carrington,31,680,303,107,277,38.6,23,72,31.9,66,82,80.5,48,76,124,48,34,13,59,78,277,0.81,0.58,2017
66,Tiffany Hayes,26,700,303,99,237,41.8,41,101,40.6,64,80,80,18,82,100,77,14,4,49,58,295,1.57,0.29,2017
68,Myisha Hines-Allen,40,882,302,112,249,45,16,60,26.7,62,83,74.7,58,182,240,116,32,18,87,101,463,1.33,0.37,2017
69,Dana Evans,44,777,291,107,275,38.9,37,101,36.6,40,53,75.5,8,39,47,96,17,5,37,57,238,2.6,0.46,2017
69,Kennedy Burke,36,779,291,102,218,46.8,46,111,41.4,41,54,75.9,21,64,85,45,28,16,34,47,302,1.32,0.82,2017
71,Temi Fágbénlé,39,925,288,125,249,50.2,12,62,19.4,26,36,72.2,70,120,190,61,35,23,58,119,405,1.05,0.6,2017
